# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.global.initialize.library.bridges.ms,1777171904615000000,1777171964636000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1777171904615000000,1777171964636000000,137
workspaceModel.moduleBridge.update.option.ms,1777171904615000000,1777171964636000000,0
jps.global.handle.before.change.events.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1777171904615000000,1777171964636000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1777171904615000000,1777171964636000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1777171904615000000,1777171964636000000,12
jps.storage.jps.conf.reader.load.component.ms,1777171904615000000,1777171964636000000,3
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777171904615000000,1777171964636000000,0
jps.global.get.libraries.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777171904615000000,1777171964636000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1777171904615000000,1777171964636000000,1
workspaceModel.sync.entities.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1777171904615000000,1777171964636000000,1
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1777171904615000000,1777171964636000000,1
workspaceModel.load.cache.metadata.from.file.ms,1777171904615000000,1777171964636000000,23
jps.save.changed.project.entities.ms,1777171904615000000,1777171964636000000,1
workspaceModel.global.updates.count,1777171904615000000,1777171964636000000,1
workspaceModel.global.updates.ms,1777171904615000000,1777171964636000000,7
jps.app.storage.content.writer.save.component.ms,1777171904615000000,1777171964636000000,3
workspaceModel.mutableEntityStorage.instances.count,1777171904615000000,1777171964636000000,37
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777171904615000000,1777171964636000000,14
jps.load.project.to.empty.storage.ms,1777171904615000000,1777171964636000000,63
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1777171904615000000,1777171964636000000,0
jps.apply.loaded.storage.ms,1777171904615000000,1777171964636000000,72
jps.project.serializers.load.ms,1777171904615000000,1777171964636000000,25
workspaceModel.moduleBridge.before.changed.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1777171904615000000,1777171964636000000,21
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1777171904615000000,1777171964636000000,8
jps.library.entities.serializer.save.entities.ms,1777171904615000000,1777171964636000000,0
jps.global.handle.changed.events.ms,1777171904615000000,1777171964636000000,0
jps.global.get.library.by.name.ms,1777171904615000000,1777171964636000000,0
jps.facet.change.listener.init.bridge.ms,1777171904615000000,1777171964636000000,2
jps.load.initial.state.ms,1777171904615000000,1777171964636000000,31
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1777171904615000000,1777171964636000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1777171904615000000,1777171964636000000,20
workspaceModel.mutableEntityStorage.remove.entity.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777171904615000000,1777171964636000000,0
jps.module.iml.entities.serializer.save.entities.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1777171904615000000,1777171964636000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777171904615000000,1777171964636000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1777171904615000000,1777171964636000000,0
jps.project.serializers.save.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1777171904615000000,1777171964636000000,0
workspaceModel.load.cache.from.file.ms,1777171904615000000,1777171964636000000,205
jps.artifact.entities.serializer.save.entities.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1777171904615000000,1777171964636000000,3
jps.global.get.library.ms,1777171904615000000,1777171964636000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777171904615000000,1777171964636000000,27
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1777171904615000000,1777171964636000000,0
jps.facet.change.listener.before.change.events.ms,1777171904615000000,1777171964636000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1777171904615000000,1777171964636000000,2
jps.reload.project.entities.ms,1777171904615000000,1777171964636000000,0
jps.save.global.entities.ms,1777171904615000000,1777171964636000000,15
workspaceModel.save.cache.to.file.ms,1777171904615000000,1777171964636000000,41
workspaceModel.moduleManagerBridge.get.modules.ms,1777171904615000000,1777171964636000000,0
jps.artifact.entities.serializer.load.entities.ms,1777171904615000000,1777171964636000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1777171904615000000,1777171964636000000,1
workspaceModel.orphan.listener.update.ms,1777171904615000000,1777171964636000000,1
jps.app.storage.content.reader.load.component.ms,1777171904615000000,1777171964636000000,4
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1777171904615000000,1777171964636000000,1
workspaceModel.global.apply.state.to.project.ms,1777171904615000000,1777171964636000000,97
jps.facet.change.listener.process.change.events.ms,1777171904615000000,1777171964636000000,2
workspaceModel.mutableEntityStorage.entities.ms,1777171904615000000,1777171964636000000,0
jps.library.entities.serializer.load.entities.ms,1777171904615000000,1777171964636000000,8
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777171904615000000,1777171964636000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1777171904615000000,1777171964636000000,3262
workspaceModel.do.save.caches.ms,1777171904615000000,1777171964636000000,38
jps.module.iml.entities.serializer.load.entities.ms,1777171904615000000,1777171964636000000,14
jps.global.initialize.library.bridges.after.loading.ms,1777171904615000000,1777171964636000000,2
parser.textmate.size.bytes,1777171904615000000,1777171964636000000,227
DiskQueryRelay.taskWaitingTotalTimeUs,1777171904615000000,1777171964636000000,1111639
DiskQueryRelay.tasksRequested,1777171904615000000,1777171964636000000,962
lexer.IgnoreLang.size.bytes,1777171904615000000,1777171964636000000,736
parser.JAVA.size.bytes,1777171904615000000,1777171964636000000,283124
writeAction.count,1777171904615000000,1777171964636000000,198
lexer.IgnoreLang.time.ns,1777171904615000000,1777171964636000000,166083
parser.IgnoreLang.time.ns,1777171904615000000,1777171964636000000,3128709
lexer.JAVA.size.bytes,1777171904615000000,1777171964636000000,275241
parser.textmate.time.ns,1777171904615000000,1777171964636000000,295000
DiskQueryRelay.taskExecutionTotalTimeUs,1777171904615000000,1777171964636000000,1024886
writeAction.median.wait.ms,1777171904615000000,1777171964636000000,0
lexer.XML.time.ns,1777171904615000000,1777171964636000000,992791
writeAction.max.wait.ms,1777171904615000000,1777171964636000000,19
LowMemory.gcOverloaded,1777171904615000000,1777171964636000000,0
parser.IgnoreLang.size.bytes,1777171904615000000,1777171964636000000,736
lexer.textmate.time.ns,1777171904615000000,1777171964636000000,16083
writeAction.wait.ms,1777171904615000000,1777171964636000000,144
parser.XML.size.bytes,1777171904615000000,1777171964636000000,2223
parser.XML.time.ns,1777171904615000000,1777171964636000000,8383916
DiskQueryRelay.tasksExecuted,1777171904615000000,1777171964636000000,940
lexer.textmate.size.bytes,1777171904615000000,1777171964636000000,227
lexer.JAVA.time.ns,1777171904615000000,1777171964636000000,651713
parser.JAVA.time.ns,1777171904615000000,1777171964636000000,28655584
lexer.XML.size.bytes,1777171904615000000,1777171964636000000,2223
LowMemory.gcLoad,1777171904615000000,1777171964636000000,0.0
model.items.2,1777171904615000000,1777171964636000000,2
sorting.items.2,1777171904615000000,1777171964636000000,2
model.time.5,1777171904615000000,1777171964636000000,1
sorting.items.6,1777171904615000000,1777171964636000000,1
model.items.7,1777171904615000000,1777171964636000000,10
reordered.by.ml,1777171904615000000,1777171964636000000,70
model.items.4,1777171904615000000,1777171964636000000,10
model.items.9,1777171904615000000,1777171964636000000,1
sorting.time.7,1777171904615000000,1777171964636000000,2
sorting.items.5,1777171904615000000,1777171964636000000,28
sorting.time.1,1777171904615000000,1777171964636000000,4
model.items.1,1777171904615000000,1777171964636000000,14
sorting.time.0,1777171904615000000,1777171964636000000,22
model.time.1,1777171904615000000,1777171964636000000,1
sorting.items.8,1777171904615000000,1777171964636000000,10
sorting.time.3,1777171904615000000,1777171964636000000,1
model.items.8,1777171904615000000,1777171964636000000,10
model.time.8,1777171904615000000,1777171964636000000,1
sorting.time.4,1777171904615000000,1777171964636000000,5
sorting.items.4,1777171904615000000,1777171964636000000,10
sorting.items.7,1777171904615000000,1777171964636000000,10
sorting.items.0,1777171904615000000,1777171964636000000,45
sorting.time.8,1777171904615000000,1777171964636000000,3
sorting.items.1,1777171904615000000,1777171964636000000,14
model.items.6,1777171904615000000,1777171964636000000,1
model.time.0,1777171904615000000,1777171964636000000,3
sorting.items.9,1777171904615000000,1777171964636000000,1
sorting.items.3,1777171904615000000,1777171964636000000,5
model.items.3,1777171904615000000,1777171964636000000,5
sorting.time.5,1777171904615000000,1777171964636000000,6
model.items.0,1777171904615000000,1777171964636000000,45
model.items.5,1777171904615000000,1777171964636000000,28
sorting.time.2,1777171904615000000,1777171964636000000,2
NonBlockingReadAction.finalizedExecutionsCount,1777171904615000000,1777171964636000000,304
NonBlockingReadAction.finalizedExecutionTimeUs,1777171904615000000,1777171964636000000,653903
FlushQueue.queueSizeMax,1777171904615000000,1777171964636000000,224
FlushQueue.queueSize90P,1777171904615000000,1777171964636000000,23
AWTEventQueue.dispatchTimeAvgNs,1777171904615000000,1777171964636000000,1365298.9997415799
AWTEventQueue.dispatchTime90PNs,1777171904615000000,1777171964636000000,1114111
NonBlockingReadAction.failedExecutionsCount,1777171904615000000,1777171964636000000,9
FlushQueue.executionTimeAvgNs,1777171904615000000,1777171964636000000,605824.5215682421
FlushQueue.tasksExecuted,1777171904615000000,1777171964636000000,10177
AWTEventQueue.eventsDispatched,1777171904615000000,1777171964636000000,11609
FlushQueue.executionTimeMaxNs,1777171904615000000,1777171964636000000,3019898879
