# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
writeAction.median.wait.ms,1777172479604000000,1777172488400000000,0
parser.XML.time.ns,1777172479604000000,1777172488400000000,9663874
lexer.XML.size.bytes,1777172479604000000,1777172488400000000,2223
writeAction.count,1777172479604000000,1777172488400000000,12
DiskQueryRelay.tasksRequested,1777172479604000000,1777172488400000000,101
parser.XML.size.bytes,1777172479604000000,1777172488400000000,2223
writeAction.wait.ms,1777172479604000000,1777172488400000000,22
DiskQueryRelay.taskExecutionTotalTimeUs,1777172479604000000,1777172488400000000,619432
parser.IgnoreLang.time.ns,1777172479604000000,1777172488400000000,4397209
lexer.XML.time.ns,1777172479604000000,1777172488400000000,2259417
DiskQueryRelay.taskWaitingTotalTimeUs,1777172479604000000,1777172488400000000,681672
parser.IgnoreLang.size.bytes,1777172479604000000,1777172488400000000,368
writeAction.max.wait.ms,1777172479604000000,1777172488400000000,14
DiskQueryRelay.tasksExecuted,1777172479604000000,1777172488400000000,100
lexer.IgnoreLang.time.ns,1777172479604000000,1777172488400000000,92042
lexer.IgnoreLang.size.bytes,1777172479604000000,1777172488400000000,368
workspaceModel.moduleManagerBridge.newModule.ms,1777172479604000000,1777172488400000000,0
workspaceModel.moduleBridge.update.option.ms,1777172479604000000,1777172488400000000,0
workspaceModel.global.updates.count,1777172479604000000,1777172488400000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1777172479604000000,1777172488400000000,3
workspaceModel.mutableEntityStorage.modify.entity.ms,1777172479604000000,1777172488400000000,2
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1777172479604000000,1777172488400000000,0
workspaceModel.sync.entities.ms,1777172479604000000,1777172488400000000,0
workspaceModel.load.cache.from.file.ms,1777172479604000000,1777172488400000000,211
jps.facet.change.listener.before.change.events.ms,1777172479604000000,1777172488400000000,0
jps.library.entities.serializer.save.entities.ms,1777172479604000000,1777172488400000000,0
jps.save.global.entities.ms,1777172479604000000,1777172488400000000,4
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777172479604000000,1777172488400000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1777172479604000000,1777172488400000000,0
jps.save.changed.project.entities.ms,1777172479604000000,1777172488400000000,0
jps.apply.loaded.storage.ms,1777172479604000000,1777172488400000000,0
jps.app.storage.content.reader.load.component.ms,1777172479604000000,1777172488400000000,3
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1777172479604000000,1777172488400000000,0
jps.global.get.libraries.ms,1777172479604000000,1777172488400000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1777172479604000000,1777172488400000000,189
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777172479604000000,1777172488400000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1777172479604000000,1777172488400000000,0
workspaceModel.moduleBridge.before.changed.ms,1777172479604000000,1777172488400000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1777172479604000000,1777172488400000000,3
jps.global.initialize.library.bridges.ms,1777172479604000000,1777172488400000000,0
jps.global.get.library.ms,1777172479604000000,1777172488400000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1777172479604000000,1777172488400000000,2
jps.global.initialize.library.bridges.after.loading.ms,1777172479604000000,1777172488400000000,1
jps.global.handle.before.change.events.ms,1777172479604000000,1777172488400000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777172479604000000,1777172488400000000,1
jps.global.handle.changed.events.ms,1777172479604000000,1777172488400000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1777172479604000000,1777172488400000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1777172479604000000,1777172488400000000,0
workspaceModel.mutableEntityStorage.instances.count,1777172479604000000,1777172488400000000,11
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777172479604000000,1777172488400000000,8
jps.library.entities.serializer.load.entities.ms,1777172479604000000,1777172488400000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777172479604000000,1777172488400000000,0
jps.app.storage.content.writer.save.component.ms,1777172479604000000,1777172488400000000,1
jps.global.get.library.by.name.ms,1777172479604000000,1777172488400000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777172479604000000,1777172488400000000,0
workspaceModel.global.apply.state.to.project.ms,1777172479604000000,1777172488400000000,43
jps.facet.change.listener.process.change.events.ms,1777172479604000000,1777172488400000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1777172479604000000,1777172488400000000,443
jps.load.initial.state.ms,1777172479604000000,1777172488400000000,22
workspaceModel.global.updates.ms,1777172479604000000,1777172488400000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1777172479604000000,1777172488400000000,0
workspaceModel.mutableEntityStorage.entities.ms,1777172479604000000,1777172488400000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1777172479604000000,1777172488400000000,1
workspaceModel.orphan.listener.update.ms,1777172479604000000,1777172488400000000,1
jps.facet.change.listener.init.bridge.ms,1777172479604000000,1777172488400000000,1
