# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.fileByIdCache.misses,1777172450669000000,1777172476529000000,5164
VFS.invertedFileNameIndex.requests,1777172450669000000,1777172476529000000,8
VFS.rootsCount,1777172450669000000,1777172476529000000,0.0
VFS.fileChildByName,1777172450669000000,1777172476529000000,5719
VFS.folderCaseSensitivityReads,1777172450669000000,1777172476529000000,0
VFS.fileByIdCache.hits,1777172450669000000,1777172476529000000,0
FlushQueue.executionTimeAvgNs,1777172450669000000,1777172476529000000,0.0
FlushQueue.waitingTimeAvgNs,1777172450669000000,1777172476529000000,0.0
FlushQueue.queueSizeAvg,1777172450669000000,1777172476529000000,0.0
FlushQueue.queueSizeMax,1777172450669000000,1777172476529000000,0
NonBlockingReadAction.failedExecutionTimeUs,1777172450669000000,1777172476529000000,270
FlushQueue.executionTime90PNs,1777172450669000000,1777172476529000000,0
AWTEventQueue.dispatchTimeMaxNs,1777172450669000000,1777172476529000000,0
AWTEventQueue.eventsDispatched,1777172450669000000,1777172476529000000,0
AWTEventQueue.dispatchTimeTotalNS,1777172450669000000,1777172476529000000,5667866753
NonBlockingReadAction.finalizedExecutionTimeUs,1777172450669000000,1777172476529000000,296029
WriteAction.executionsCount,1777172450669000000,1777172476529000000,13
FlushQueue.executionTimeMaxNs,1777172450669000000,1777172476529000000,0
AWTEventQueue.dispatchTime90PNs,1777172450669000000,1777172476529000000,0
FlushQueue.waitingTime90PNs,1777172450669000000,1777172476529000000,0
ReadAction.executionsCount,1777172450669000000,1777172476529000000,106734
AWTEventQueue.dispatchTimeAvgNs,1777172450669000000,1777172476529000000,0.0
FlushQueue.tasksExecuted,1777172450669000000,1777172476529000000,0
NonBlockingReadAction.failedExecutionsCount,1777172450669000000,1777172476529000000,1
FlushQueue.waitingTimeMaxNs,1777172450669000000,1777172476529000000,0
NonBlockingReadAction.finalizedExecutionsCount,1777172450669000000,1777172476529000000,146
FlushQueue.queueSize90P,1777172450669000000,1777172476529000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1777172450669000000,1777172476529000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1777172450669000000,1777172476529000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1777172450669000000,1777172476529000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1777172450669000000,1777172476529000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1777172450669000000,1777172476529000000,0
