# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexing.writer_3.totalTimeSpentWritingMs,1777168641841000000,1777168701852000000,0
Indexes.entries.lookups,1777168641841000000,1777168701852000000,92
Indexing.writer_2.totalTimeSpentWritingMs,1777168641841000000,1777168701852000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1777168641841000000,1777168701852000000,0
Indexes.allKeys.lookupDurationAvgMs,1777168641841000000,1777168701852000000,3.0
Indexing.cache.totalCacheAccesses,1777168641841000000,1777168701852000000,20
Indexes.entries.lookupDurationAvgMs,1777168641841000000,1777168701852000000,0.6956521739130435
Indexing.cache.totalCacheMisses,1777168641841000000,1777168701852000000,15
Indexing.writesQueuedMax,1777168641841000000,1777168701852000000,0
Indexes.allKeys.lookups,1777168641841000000,1777168701852000000,2
Indexing.cache.totalCacheEvicted,1777168641841000000,1777168701852000000,8
Indexes.stubs.lookupDurationAvgMs,1777168641841000000,1777168701852000000,15.714285714285714
Indexes.stubs.lookupDurationMaxMs,1777168641841000000,1777168701852000000,90.0
Indexes.entries.lookupDurationMaxMs,1777168641841000000,1777168701852000000,45.0
Indexing.totalTimeIndexersSleptMs,1777168641841000000,1777168701852000000,0
Indexing.writesQueuedMin,1777168641841000000,1777168701852000000,0
Indexing.writesQueuedAvg,1777168641841000000,1777168701852000000,0.0
Indexes.stubs.lookups,1777168641841000000,1777168701852000000,7
Indexes.allKeys.lookupDuration90PMs,1777168641841000000,1777168701852000000,5.0
Indexes.allKeys.lookupDurationMaxMs,1777168641841000000,1777168701852000000,5.0
Indexes.entries.lookupDuration90PMs,1777168641841000000,1777168701852000000,1.0
Indexing.writer_1.totalTimeSpentWritingMs,1777168641841000000,1777168701852000000,0
Indexes.stubs.lookupDuration90PMs,1777168641841000000,1777168701852000000,90.0
workspaceModel.mutableEntityStorage.instances.count,1777168641841000000,1777168701852000000,37
workspaceModel.global.updates.count,1777168641841000000,1777168701852000000,1
jps.global.handle.changed.events.ms,1777168641841000000,1777168701852000000,0
workspaceModel.save.cache.to.file.ms,1777168641841000000,1777168701852000000,43
jps.project.serializers.load.ms,1777168641841000000,1777168701852000000,16
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1777168641841000000,1777168701852000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777168641841000000,1777168701852000000,10
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777168641841000000,1777168701852000000,6
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1777168641841000000,1777168701852000000,4
workspaceModel.moduleManagerBridge.get.modules.ms,1777168641841000000,1777168701852000000,1
jps.global.get.libraries.ms,1777168641841000000,1777168701852000000,0
jps.global.handle.before.change.events.ms,1777168641841000000,1777168701852000000,0
workspaceModel.mutableEntityStorage.entities.ms,1777168641841000000,1777168701852000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1777168641841000000,1777168701852000000,13
jps.library.entities.serializer.load.entities.ms,1777168641841000000,1777168701852000000,6
workspaceModel.moduleManagerBridge.load.module.ms,1777168641841000000,1777168701852000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1777168641841000000,1777168701852000000,0
jps.facet.change.listener.init.bridge.ms,1777168641841000000,1777168701852000000,1
jps.library.entities.serializer.save.entities.ms,1777168641841000000,1777168701852000000,0
jps.facet.change.listener.process.change.events.ms,1777168641841000000,1777168701852000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777168641841000000,1777168701852000000,2
jps.save.global.entities.ms,1777168641841000000,1777168701852000000,0
workspaceModel.load.cache.metadata.from.file.ms,1777168641841000000,1777168701852000000,13
jps.project.serializers.save.ms,1777168641841000000,1777168701852000000,0
