# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.allKeys.lookups,1777172095464000000,1777172155580000000,2
Indexing.cache.totalCacheAccesses,1777172095464000000,1777172155580000000,44208
Indexes.entries.lookupDurationMaxMs,1777172095464000000,1777172155580000000,0.0
Indexes.entries.lookups,1777172095464000000,1777172155580000000,115
Indexing.cache.totalCacheMisses,1777172095464000000,1777172155580000000,40844
Indexing.writer_0.totalTimeSpentWritingMs,1777172095464000000,1777172155580000000,0
Indexes.entries.lookupDurationAvgMs,1777172095464000000,1777172155580000000,0.0
Indexing.writesQueuedMin,1777172095464000000,1777172155580000000,9223372036854775807
Indexes.allKeys.lookupDurationAvgMs,1777172095464000000,1777172155580000000,0.0
Indexes.stubs.lookupDurationMaxMs,1777172095464000000,1777172155580000000,0.0
Indexing.totalTimeIndexersSleptMs,1777172095464000000,1777172155580000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1777172095464000000,1777172155580000000,0
Indexes.allKeys.lookupDurationMaxMs,1777172095464000000,1777172155580000000,0.0
Indexing.cache.totalCacheEvicted,1777172095464000000,1777172155580000000,40573
Indexing.writer_3.totalTimeSpentWritingMs,1777172095464000000,1777172155580000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1777172095464000000,1777172155580000000,0
Indexes.stubs.lookupDurationAvgMs,1777172095464000000,1777172155580000000,0.0
Indexing.writesQueuedMax,1777172095464000000,1777172155580000000,0
Indexes.entries.lookupDuration90PMs,1777172095464000000,1777172155580000000,0.0
Indexes.stubs.lookupDuration90PMs,1777172095464000000,1777172155580000000,0.0
Indexes.stubs.lookups,1777172095464000000,1777172155580000000,452
Indexes.allKeys.lookupDuration90PMs,1777172095464000000,1777172155580000000,0.0
DiskQueryRelay.taskExecutionTotalTimeUs,1777172095464000000,1777172155580000000,834678
LowMemory.gcOverloaded,1777172095464000000,1777172155580000000,0
lexer.XML.time.ns,1777172095464000000,1777172155580000000,2006333
DiskQueryRelay.tasksRequested,1777172095464000000,1777172155580000000,350
lexer.IgnoreLang.size.bytes,1777172095464000000,1777172155580000000,368
parser.XML.size.bytes,1777172095464000000,1777172155580000000,2223
writeAction.count,1777172095464000000,1777172155580000000,14
parser.IgnoreLang.size.bytes,1777172095464000000,1777172155580000000,368
lexer.XML.size.bytes,1777172095464000000,1777172155580000000,2223
parser.XML.time.ns,1777172095464000000,1777172155580000000,12927916
LowMemory.gcLoad,1777172095464000000,1777172155580000000,0.001737803744320676
lexer.IgnoreLang.time.ns,1777172095464000000,1777172155580000000,186709
parser.IgnoreLang.time.ns,1777172095464000000,1777172155580000000,16288833
writeAction.max.wait.ms,1777172095464000000,1777172155580000000,5
