# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777173142914000000,1777173203030000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1777173142914000000,1777173203030000000,16
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777173142914000000,1777173203030000000,0
jps.load.project.to.empty.storage.ms,1777173142914000000,1777173203030000000,79
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1777173142914000000,1777173203030000000,1
workspaceModel.sync.entities.ms,1777173142914000000,1777173203030000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1777173142914000000,1777173203030000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777173142914000000,1777173203030000000,27
jps.facet.change.listener.before.change.events.ms,1777173142914000000,1777173203030000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777173142914000000,1777173203030000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777173142914000000,1777173203030000000,0
jps.app.storage.content.reader.load.component.ms,1777173142914000000,1777173203030000000,4
workspaceModel.mutableEntityStorage.resolve.ms,1777173142914000000,1777173203030000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1777173142914000000,1777173203030000000,1
workspaceModel.mutableEntityStorage.instances.count,1777173142914000000,1777173203030000000,60
jps.module.iml.entities.serializer.load.entities.ms,1777173142914000000,1777173203030000000,12
jps.project.serializers.save.ms,1777173142914000000,1777173203030000000,1
jps.module.iml.entities.serializer.save.entities.ms,1777173142914000000,1777173203030000000,0
jps.global.handle.before.change.events.ms,1777173142914000000,1777173203030000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1777173142914000000,1777173203030000000,3
workspaceModel.moduleBridge.before.changed.ms,1777173142914000000,1777173203030000000,0
jps.global.handle.changed.events.ms,1777173142914000000,1777173203030000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1777173142914000000,1777173203030000000,0
workspaceModel.load.cache.from.file.ms,1777173142914000000,1777173203030000000,237
jps.global.get.library.by.name.ms,1777173142914000000,1777173203030000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1777173142914000000,1777173203030000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1777173142914000000,1777173203030000000,0
workspaceModel.orphan.listener.update.ms,1777173142914000000,1777173203030000000,2
jps.save.global.entities.ms,1777173142914000000,1777173203030000000,0
workspaceModel.load.cache.metadata.from.file.ms,1777173142914000000,1777173203030000000,37
workspaceModel.global.updates.ms,1777173142914000000,1777173203030000000,5
workspaceModel.save.cache.to.file.ms,1777173142914000000,1777173203030000000,82
