# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.executionTimeAvgNs,1777152508876000000,1777152568983000000,0.0
FlushQueue.waitingTimeAvgNs,1777152508876000000,1777152568983000000,0.0
WriteAction.executionsCount,1777152508876000000,1777152568983000000,19
AWTEventQueue.dispatchTimeTotalNS,1777152508876000000,1777152568983000000,5186623480
AWTEventQueue.dispatchTimeMaxNs,1777152508876000000,1777152568983000000,0
AWTEventQueue.dispatchTime90PNs,1777152508876000000,1777152568983000000,0
FlushQueue.executionTime90PNs,1777152508876000000,1777152568983000000,0
NonBlockingReadAction.failedExecutionsCount,1777152508876000000,1777152568983000000,0
FlushQueue.waitingTimeMaxNs,1777152508876000000,1777152568983000000,0
FlushQueue.queueSize90P,1777152508876000000,1777152568983000000,0
FlushQueue.waitingTime90PNs,1777152508876000000,1777152568983000000,0
AWTEventQueue.eventsDispatched,1777152508876000000,1777152568983000000,0
AWTEventQueue.dispatchTimeAvgNs,1777152508876000000,1777152568983000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1777152508876000000,1777152568983000000,108
FlushQueue.queueSizeMax,1777152508876000000,1777152568983000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1777152508876000000,1777152568983000000,135979
FlushQueue.queueSizeAvg,1777152508876000000,1777152568983000000,0.0
ReadAction.executionsCount,1777152508876000000,1777152568983000000,103057
NonBlockingReadAction.failedExecutionTimeUs,1777152508876000000,1777152568983000000,0
FlushQueue.executionTimeMaxNs,1777152508876000000,1777152568983000000,0
FlushQueue.tasksExecuted,1777152508876000000,1777152568983000000,0
DiskQueryRelay.tasksRequested,1777152508876000000,1777152568983000000,137
lexer.textmate.size.bytes,1777152508876000000,1777152568983000000,182
LowMemory.gcLoad,1777152508876000000,1777152568983000000,5.12645870123397E-4
writeAction.max.wait.ms,1777152508876000000,1777152568983000000,16
LowMemory.gcOverloaded,1777152508876000000,1777152568983000000,0
